name,country,latitude,longitude,timezone,population,region
San Antonio la Isla,MX,19.16441,-99.56685,America/Mexico_City,12525,15
San Andrés Tuxtla,MX,18.4487,-95.21327,America/Mexico_City,61769,30
San Andrés Calpan,MX,19.10356,-98.46188,America/Mexico_City,7161,21
San Agustín Tlaxiaca,MX,20.1151,-98.8864,America/Mexico_City,10496,13
San Agustin de las Juntas,MX,17.01211,-96.7118,America/Mexico_City,6923,20
Salto de Agua,MX,17.55442,-92.34034,America/Mexico_City,5199,05
Salina Cruz,MX,16.17535,-95.19424,America/Mexico_City,76596,20
Sabancuy,MX,18.9727,-91.17783,America/Merida,7286,04
El Rosario,MX,17.04271,-96.69209,America/Mexico_City,11707,20
Juan Rodríguez Clara,MX,17.99283,-95.40099,America/Mexico_City,14628,30
Rioverde,MX,21.93115,-99.99488,America/Mexico_City,53128,24
Río Grande,MX,16.01079,-97.43574,America/Mexico_City,12943,20
Río Frío de Juárez,MX,19.35336,-98.67057,America/Mexico_City,5774,15
Ciudad Río Bravo,MX,25.98507,-98.08964,America/Monterrey,95647,28
Río Blanco,MX,18.83036,-97.156,America/Mexico_City,40611,30
Colonia Rincón Viejo,MX,16.88678,-95.04731,America/Mexico_City,8540,20
Rinconada,MX,19.35438,-96.56581,America/Mexico_City,8173,30
Reynosa,MX,26.08005,-98.28456,America/Matamoros,589466,28
La Resurrección,MX,19.10279,-98.13013,America/Mexico_City,9065,21
Reforma,MX,17.85904,-93.15381,America/Merida,26257,05
Rayón,MX,21.84329,-99.64258,America/Mexico_City,5928,24
Rayón,MX,17.20113,-93.01079,America/Mexico_City,5895,05
Grajales,MX,19.22796,-97.80307,America/Mexico_City,10054,21
Rafael Delgado,MX,18.81014,-97.07172,America/Mexico_City,9594,30
Quechultenango,MX,17.41425,-99.24221,America/Mexico_City,5720,12
Quecholac,MX,18.95471,-97.65858,America/Mexico_City,10216,21
Putla Villa de Guerrero,MX,17.0263,-97.92854,America/Mexico_City,10925,20
Puerto Madero,MX,14.72076,-92.42146,America/Mexico_City,9557,05
Puerto Escondido,MX,15.86275,-97.06835,America/Mexico_City,25902,20
Puente de Ixtla,MX,18.61472,-99.31806,America/Mexico_City,21098,17
Pueblo Nuevo,MX,17.15996,-92.899,America/Mexico_City,10043,05
Puebla,MX,19.04778,-98.20723,America/Mexico_City,1692181,21
Progreso de Alvaro Obregon,MX,20.24929,-99.18988,America/Mexico_City,17486,13
Progreso,MX,21.28298,-89.66416,America/Merida,37369,31
Progreso Industrial,MX,19.63635,-99.35687,America/Mexico_City,11289,15
Primero de Mayo,MX,22.22524,-97.8194,America/Mexico_City,5011,30
Poza Rica de Hidalgo,MX,20.53315,-97.45946,America/Mexico_City,185242,30
Pomuch,MX,20.13727,-90.17488,America/Merida,8694,04
Polanco,MX,19.43332,-99.19919,America/Mexico_City,50000,09
Playa Vicente,MX,17.83107,-95.81189,America/Mexico_City,9083,30
Playa del Carmen,MX,20.6274,-87.07987,America/Cancun,149923,23
Platón Sánchez,MX,21.27182,-98.37456,America/Mexico_City,10758,30
Piste,MX,20.69972,-88.58889,America/Merida,5528,31
Pinotepa de Don Luis,MX,16.42716,-97.97678,America/Mexico_City,5692,20
Pijijiapan,MX,15.68618,-93.20938,America/Mexico_City,16917,05
Piedras Negras,MX,18.77026,-96.17178,America/Mexico_City,8767,30
Pichucalco,MX,17.51,-93.11591,America/Mexico_City,14212,05
Peto,MX,20.12776,-88.92282,America/Merida,19821,31
Petaquillas,MX,17.48636,-99.45633,America/Mexico_City,9801,12
Petalcingo,MX,17.22715,-92.41511,America/Mexico_City,6775,05
Perote,MX,19.56233,-97.24235,America/Mexico_City,37516,30
Paso de Ovejas,MX,19.2845,-96.44037,America/Mexico_City,7468,30
Paso del Toro,MX,19.035,-96.13555,America/Mexico_City,5197,30
Paso del Macho,MX,18.97098,-96.72419,America/Mexico_City,13413,30
Paraiso,MX,18.40116,-93.21406,America/Mexico_City,25186,27
Papantla de Olarte,MX,20.44655,-97.32494,America/Mexico_City,53546,30
Pánuco,MX,22.05378,-98.18192,America/Mexico_City,40754,30
Panotla,MX,19.31619,-98.27013,America/Mexico_City,7356,29
Panabá,MX,21.29598,-88.26982,America/Merida,5232,31
Palmarito Tochapan,MX,18.90135,-97.63833,America/Mexico_City,17213,21
Palenque,MX,17.50914,-91.98125,America/Merida,42947,05
Pajapan,MX,18.26267,-94.69172,America/Mexico_City,8434,30
Pachuquilla,MX,20.07099,-98.69572,America/Mexico_City,6139,13
Pachuca de Soto,MX,20.11697,-98.73329,America/Mexico_City,256584,13
Ozumba de Alzate,MX,19.03689,-98.79516,America/Mexico_City,16700,15
San Pablo Oztotepec,MX,19.18652,-99.07361,America/Mexico_City,15507,09
Oxkutzkab,MX,20.30734,-89.41809,America/Merida,23096,31
Oxchuc,MX,16.78661,-92.34439,America/Mexico_City,6675,05
Otumba,MX,19.69985,-98.75638,America/Mexico_City,10097,15
Oteapan,MX,18.00173,-94.66615,America/Mexico_City,14925,30
San Felipe Orizatlán,MX,21.17109,-98.60744,America/Mexico_City,6686,13
Orizaba,MX,18.85195,-97.09957,America/Mexico_City,120844,30
Oriental,MX,19.37614,-97.62051,America/Mexico_City,9957,21
Ometepec,MX,16.69008,-98.40797,America/Mexico_City,24120,12
Oluta,MX,17.92972,-94.89662,America/Mexico_City,12709,30
Olinalá,MX,17.77861,-98.73944,America/Mexico_City,5792,12
Ocozocoautla de Espinosa,MX,16.7612,-93.37426,America/Merida,39180,05
Ocoyoacac,MX,19.27127,-99.45787,America/Mexico_City,26015,15
Ocotlán de Morelos,MX,16.79151,-96.67455,America/Mexico_City,15016,20
San Francisco Ocotlán,MX,19.13411,-98.28345,America/Mexico_City,11636,21
Santa María Magdalena Ocotitlán,MX,19.23713,-99.62418,America/Mexico_City,6547,15
Ocosingo,MX,16.90634,-92.09349,America/Mexico_City,41878,05
Ocampo,MX,22.84585,-99.33566,America/Monterrey,5095,28
Oaxtepec,MX,18.91825,-98.95644,America/Mexico_City,6939,17
Oaxaca,MX,17.06025,-96.72544,America/Mexico_City,255029,20
Nunkiní,MX,20.40046,-90.14803,America/Merida,5859,04
Nuevo Progreso,MX,26.0553,-97.95217,America/Monterrey,10178,28
Nueva Villa de Padilla,MX,24.0482,-98.90063,America/Monterrey,5517,28
Nuevo Laredo,MX,27.47629,-99.51639,America/Matamoros,373725,28
Nopalucán,MX,19.2184,-97.82272,America/Mexico_City,6789,21
Nogales,MX,18.82776,-97.16311,America/Mexico_City,22085,30
Nicolás Romero,MX,19.64177,-99.3068,America/Mexico_City,281799,15
Necaxa,MX,20.21271,-98.01188,America/Mexico_City,8375,21
Nealtican,MX,19.0499,-98.4272,America/Mexico_City,11517,21
Naucalpan de Juárez,MX,19.47851,-99.23963,America/Mexico_City,792211,15
Naranjos,MX,21.35087,-97.68656,America/Mexico_City,20073,30
Naolinco de Victoria,MX,19.65474,-96.8732,America/Mexico_City,9233,30
Nanchital de Lázaro Cárdenas del Río,MX,18.07117,-94.40756,America/Mexico_City,25289,30
Ciudad de Nanacamilpa,MX,19.49339,-98.53665,America/Mexico_City,12177,29
Nacajuca,MX,18.16971,-93.01843,America/Mexico_City,11289,27
Muna,MX,20.48794,-89.71387,America/Merida,11469,31
Motul,MX,21.09571,-89.28332,America/Merida,23240,31
Motozintla,MX,15.36615,-92.24673,America/Merida,23755,05
Moralillo,MX,22.22552,-97.91213,America/Mexico_City,10191,30
Montemorelos,MX,25.18909,-99.82865,America/Monterrey,67428,19
Montecillo,MX,19.45711,-98.90835,America/Mexico_City,7371,15
Monte Blanco,MX,18.96642,-97.01684,America/Mexico_City,6911,30
Santiago Momoxpan,MX,19.07361,-98.26694,America/Mexico_City,17622,21
Mochitlán,MX,17.47192,-99.37048,America/Mexico_City,5269,12
San Andrés Mixquic,MX,19.22512,-98.96408,America/Mexico_City,13310,09
Mixquiahuala de Juarez,MX,20.23031,-99.21396,America/Mexico_City,25510,13
Misantla,MX,19.92992,-96.85194,America/Mexico_City,26827,30
Miramar,MX,22.36094,-97.89997,America/Monterrey,118614,28
Mineral del Monte,MX,20.1383,-98.67364,America/Mexico_City,11015,13
Minatitlán,MX,18.00011,-94.5569,America/Mexico_City,112046,30
Milpa Alta,MX,19.19251,-99.02317,America/Mexico_City,18274,09
Miahuatlán de Porfirio Díaz,MX,16.33276,-96.59562,America/Mexico_City,23940,20
Miacatlán,MX,18.76203,-99.35944,America/Mexico_City,7212,17
Metepec,MX,19.25934,-99.60175,America/Mexico_City,28205,15
Mérida,MX,20.967,-89.62318,America/Merida,1201000,31
Mecayapan,MX,18.22001,-94.83794,America/Mexico_City,6068,30
Mecatlán,MX,20.21053,-97.68204,America/Mexico_City,5181,30
Mazatlán,MX,17.4362,-99.46483,America/Mexico_City,5316,12
Mazatecochco,MX,19.17865,-98.18677,America/Mexico_City,9671,29
Mazatán,MX,14.86313,-92.44939,America/Mexico_City,6838,05
Maxcanú,MX,20.58456,-90.001,America/Merida,12621,31
Matías Romero,MX,16.87902,-95.03939,America/Mexico_City,18944,20
Heroica Matamoros,MX,25.87972,-97.50417,America/Matamoros,449815,28
Martínez de la Torre,MX,20.07082,-97.06078,America/Mexico_City,60074,30
Mapastepec,MX,15.43358,-92.90039,America/Mexico_City,17931,05
Ursulo Galván,MX,22.72779,-98.32191,America/Monterrey,12077,28
Manlio Fabio Altamirano,MX,19.09425,-96.33351,America/Mexico_City,5283,30
Maltrata,MX,18.81091,-97.27538,America/Mexico_City,11842,30
Malinalco,MX,18.94847,-99.49619,America/Mexico_City,8045,15
La Magdalena Tetela Morelos,MX,19.04922,-97.94131,America/Mexico_City,6421,21
Magdalena Cuayucatepec,MX,18.54972,-97.48472,America/Mexico_City,9227,21
La Magdalena Chichicaspa,MX,19.41237,-99.32555,America/Mexico_City,12193,15
Magdalena Contreras,MX,19.33212,-99.21118,America/Mexico_City,238431,09
Macuspana,MX,17.76052,-92.59539,America/Mexico_City,32225,27
Macultepec,MX,18.15026,-92.86092,America/Mexico_City,6485,27
Luis Gil Pérez,MX,17.87541,-93.07124,America/Mexico_City,6083,27
Reyes Acozac,MX,19.7755,-98.98079,America/Mexico_City,21910,15
Los Reyes Acaquilpan,MX,19.36357,-98.97707,America/Mexico_City,85359,15
Los Reyes de Juárez,MX,18.94918,-97.80379,America/Mexico_City,16683,21
Linares,MX,24.85798,-99.56768,America/Monterrey,63104,19
Libres,MX,19.46574,-97.68737,America/Mexico_City,15536,21
Lerma,MX,19.80404,-90.60088,America/Merida,8281,04
Lerma de Villada,MX,19.28881,-99.51163,America/Mexico_City,22713,15
Lerdo de Tejada,MX,18.62936,-95.51968,America/Mexico_City,18715,30
La Trinitaria,MX,16.11886,-92.05188,America/Mexico_City,9042,05
Las Vigas de Ramírez,MX,19.63722,-97.09821,America/Mexico_City,9684,30
Las Rosas,MX,16.36554,-92.37063,America/Mexico_City,18817,05
Las Margaritas,MX,16.31281,-91.98224,America/Merida,20786,05
Las Choapas,MX,17.91177,-94.09646,America/Mexico_City,42693,30
Magdalena Atlicpac,MX,19.36906,-98.94935,America/Mexico_City,26429,15
La Joya,MX,18.66667,-99.46667,America/Mexico_City,13158,17
La Isla,MX,18.6,-96.15,America/Mexico_City,24558,30
La Concordia,MX,16.11801,-92.69089,America/Mexico_City,7641,05
La Concepción de los Baños,MX,19.68249,-99.86104,America/Mexico_City,7207,15
San Antonio de la Cal,MX,17.02921,-96.70094,America/Mexico_City,20198,20
Kinchil,MX,20.91696,-89.94728,America/Merida,6307,31
Kanasín,MX,20.93482,-89.55871,America/Merida,77240,31
Juchitepec,MX,19.10059,-98.8788,America/Mexico_City,16021,15
Juchitán de Zaragoza,MX,16.43603,-95.01975,America/Mexico_City,74825,20
José Cardel,MX,19.3681,-96.36951,America/Mexico_City,19092,30
Jonuta,MX,18.08984,-92.13807,America/Mexico_City,6899,27
Jonacatepec,MX,18.68081,-98.80336,America/Mexico_City,8123,17
Jojutla,MX,18.61472,-99.18028,America/Mexico_City,18867,17
Jocotitlán,MX,19.70991,-99.78867,America/Mexico_City,7575,15
Jiutepec,MX,18.88139,-99.17778,America/Mexico_City,162427,17
Jiquipilas,MX,16.66806,-93.64667,America/Mexico_City,9894,05
Jilotzingo,MX,19.86889,-99.06194,America/Mexico_City,8523,15
Jilotepec de Molina Enríquez,MX,19.95194,-99.53278,America/Mexico_City,11828,15
Jaumave,MX,23.40638,-99.37618,America/Monterrey,5633,28
Jaltocan,MX,21.13284,-98.53898,America/Mexico_City,6201,13
Jáltipan de Morelos,MX,17.96542,-94.71396,America/Mexico_City,32778,30
Jaltepec,MX,20.11552,-98.41712,America/Mexico_City,6431,13
Jaltepec,MX,19.7296,-98.63456,America/Mexico_City,5001,15
Jaltenco,MX,19.75298,-99.0939,America/Mexico_City,11093,15
Jalpan,MX,21.21802,-99.47152,America/Mexico_City,11010,22
Jalpa de Méndez,MX,18.17633,-93.063,America/Mexico_City,15695,27
Ex-hacienda de Xalpa,MX,19.8215,-99.18275,America/Mexico_City,9105,15
Xalatlaco,MX,19.18314,-99.41844,America/Mexico_City,15043,15
Jalapilla,MX,18.82642,-97.08865,America/Mexico_City,8245,30
Xalapa de Enríquez,MX,19.53124,-96.91589,America/Mexico_City,424755,30
Jalacingo,MX,19.80333,-97.3083,America/Mexico_City,13310,30
Izúcar de Matamoros,MX,18.60157,-98.46152,America/Mexico_City,42936,21
Izamal,MX,20.93537,-89.01802,America/Merida,16195,31
Ixtlahuaca de Rayón,MX,19.56889,-99.76694,America/Mexico_City,7114,15
Ixtepec,MX,16.56052,-95.10375,America/Mexico_City,25381,20
Ixtapan de la Sal,MX,18.84369,-99.67671,America/Mexico_City,17640,15
Ixtapaluca,MX,19.31556,-98.88284,America/Mexico_City,322271,15
Iztapalapa,MX,19.35529,-99.06224,America/Mexico_City,1815786,09
Ixtapa,MX,16.8031,-92.90534,America/Mexico_City,6086,05
Ixtaczoquitlán,MX,18.85364,-97.06229,America/Mexico_City,26187,30
Iztacalco,MX,19.39528,-99.09778,America/Mexico_City,384326,09
Ixmiquilpan,MX,20.47841,-99.21697,America/Mexico_City,34814,13
Ixhuatlán del Café,MX,19.05118,-96.98391,America/Mexico_City,6649,30
San Francisco Ixhuatan,MX,16.35109,-94.48402,America/Mexico_City,5408,20
Isla Mujeres,MX,21.23114,-86.73105,America/Cancun,12642,23
Isla Aguada,MX,18.78714,-91.49277,America/Merida,6204,04
Villa Independencia,MX,20.05523,-97.05214,America/Mexico_City,15297,30
Iguala de la Independencia,MX,18.34536,-99.5413,America/Mexico_City,118468,12
Paseos de Itzincab,MX,20.91644,-89.69823,America/Merida,5013,31
Hunucmá,MX,21.0173,-89.87559,America/Merida,24910,31
Huixtla,MX,15.13924,-92.4634,America/Mexico_City,32033,05
Huixquilucan de Degollado,MX,19.36028,-99.3498,America/Mexico_City,9554,15
Ciudad de Huitzuco,MX,18.30334,-99.33376,America/Mexico_City,17475,12
Huitzila,MX,19.81137,-98.95583,America/Mexico_City,5151,13
Huimanguillo,MX,17.83366,-93.38926,America/Mexico_City,27344,27
Huichapan,MX,20.37593,-99.64869,America/Mexico_City,9051,13
Hueytamalco,MX,19.94029,-97.28848,America/Mexico_City,5335,21
Hueyapan,MX,18.8897,-98.682,America/Mexico_City,6478,17
Huejutla de Reyes,MX,21.14,-98.41944,America/Mexico_City,40015,13
Huejotzingo,MX,19.15892,-98.40824,America/Mexico_City,25684,21
Huehuetoca,MX,19.82819,-99.2037,America/Mexico_City,11948,15
Huehuetán,MX,15.01929,-92.38309,America/Mexico_City,7755,05
Huayacocotla,MX,20.53671,-98.4808,America/Mexico_City,5211,30
Huautla de Jiménez,MX,18.1315,-96.84088,America/Mexico_City,10528,21
Huauchinango,MX,20.17376,-98.05491,America/Mexico_City,56206,21
Huatusco,MX,19.14876,-96.9676,America/Mexico_City,31305,30
Huamuxtitlán,MX,17.80448,-98.56417,America/Mexico_City,6063,12
Hualahuises,MX,24.88295,-99.6749,America/Monterrey,5687,19
Ciudad de Huajuapan de León,MX,17.80787,-97.77956,America/Mexico_City,53043,20
Hopelchén,MX,19.74671,-89.84437,America/Merida,7295,04
Homun,MX,20.73918,-89.2849,America/Merida,6146,31
Hecelchakán,MX,20.17735,-90.13357,America/Merida,10285,04
Halachó,MX,20.4777,-90.08104,America/Merida,9412,31
Hacienda Blanca,MX,17.13994,-96.7759,America/Mexico_City,7758,20
Gutiérrez Zamora,MX,20.45347,-97.08588,America/Mexico_City,13651,30
Ciudad General Terán,MX,25.25857,-99.68371,America/Monterrey,6333,19
Comalapa,MX,15.65995,-92.14111,America/Merida,18704,05
Frontera,MX,18.54326,-92.6453,America/Mexico_City,22795,27
Fortín de las Flores,MX,18.90806,-97.0,America/Mexico_City,21370,30
Filomeno Mata,MX,20.20004,-97.70392,America/Mexico_City,13304,30
Felipe Carrillo Puerto,MX,19.5775,-88.04529,America/Cancun,25744,23
Ezequiel Montes,MX,20.66481,-99.8996,America/Mexico_City,14053,22
Espita,MX,21.01098,-88.30681,America/Merida,11551,31
El Espinal,MX,16.48525,-95.03995,America/Mexico_City,7823,20
Esperanza,MX,18.85853,-97.37641,America/Mexico_City,7833,21
Escuintla,MX,15.31944,-92.65833,America/Mexico_City,9570,05
Escárcega,MX,18.60891,-90.74544,America/Merida,29477,04
Villa Emilio Carranza,MX,19.9702,-96.61162,America/Mexico_City,5727,30
Emiliano Zapata,MX,19.6549,-98.54497,America/Mexico_City,8722,13
Emiliano Zapata,MX,18.84065,-99.18463,America/Mexico_City,49193,17
Emiliano Zapata,MX,17.74058,-91.76635,America/Mexico_City,20030,27
El Tejar,MX,19.07433,-96.16097,America/Mexico_City,11168,30
El Ocotito,MX,17.24603,-99.51525,America/Mexico_City,6882,12
Ciudad Mante,MX,22.74277,-98.97172,America/Monterrey,84787,28
El Llano,MX,20.06537,-99.31976,America/Mexico_City,14559,13
El Higo,MX,21.76708,-98.45186,America/Mexico_City,8459,30
El Espinal,MX,16.36862,-94.10449,America/Mexico_City,7616,20
El Castillo,MX,19.54661,-96.86425,America/Mexico_City,5154,30
El Bosque,MX,17.06247,-92.721,America/Mexico_City,5155,05
Ejutla de Crespo,MX,16.56623,-96.73123,America/Mexico_City,9748,20
Ecatzingo de Hidalgo,MX,18.95508,-98.75198,America/Mexico_City,7058,15
Ecatepec de Morelos,MX,19.60492,-99.06064,America/Mexico_City,1645352,15
Ébano,MX,22.21808,-98.37706,America/Mexico_City,24296,24
Dzitbalché,MX,20.31857,-90.05611,America/Merida,11686,04
Dzilam González,MX,21.28098,-88.92957,America/Merida,5875,31
Dzidzantun,MX,21.24898,-89.04205,America/Merida,7393,31
Doxey,MX,20.09169,-99.24362,America/Mexico_City,7066,13
Domingo Arenas,MX,19.13998,-98.45678,America/Mexico_City,5864,21
Cunduacán,MX,18.06557,-93.17302,America/Mexico_City,19824,27
Cuitláhuac,MX,18.81429,-96.72281,America/Mexico_City,13651,30
Cuilapan de Guerrero,MX,16.97756,-96.78081,America/Mexico_City,12360,20
Cuetzalan,MX,20.01766,-97.52277,America/Mexico_City,5785,21
Cuernavaca,MX,18.9261,-99.23075,America/Mexico_City,338650,17
Cuautlapán,MX,18.87747,-97.02291,America/Mexico_City,7549,30
Cuautlancingo,MX,19.08995,-98.27319,America/Mexico_City,25104,21
Cuautla,MX,18.8106,-98.93525,America/Mexico_City,157336,17
Santiago Cuautlalpan,MX,19.68417,-99.2887,America/Mexico_City,9786,15
Cuautitlán,MX,19.67052,-99.17989,America/Mexico_City,108449,15
Cuautepec de Hinojosa,MX,20.03557,-98.31015,America/Mexico_City,18835,13
Cuapiaxtla de Madero,MX,18.91544,-97.82382,America/Mexico_City,7139,21
Cuapiaxtla,MX,19.29588,-97.7688,America/Mexico_City,8398,29
Cuanalá,MX,19.10917,-98.32788,America/Mexico_City,5728,21
Cuajinicuilapa,MX,16.47347,-98.41389,America/Mexico_City,10282,12
Delegación Cuajimalpa de Morelos,MX,19.3692,-99.29089,America/Mexico_City,160491,09
Cuacnopalan,MX,18.81758,-97.51116,America/Mexico_City,8516,21
Cruz Grande,MX,16.72241,-99.12356,America/Mexico_City,11783,12
Cozumel,MX,20.50038,-86.94272,America/Cancun,77236,23
Coyutla,MX,20.2472,-97.65824,America/Mexico_City,8413,30
Coyotepec,MX,19.77722,-99.21295,America/Mexico_City,35677,15
Coyoacán,MX,19.3467,-99.16174,America/Mexico_City,620416,09
Coxcatlán,MX,18.26709,-97.15078,America/Mexico_City,6300,21
Cosoleacaque,MX,17.99913,-94.6359,America/Mexico_City,22454,30
Cosolapa,MX,18.60055,-96.68524,America/Mexico_City,8320,20
Coscomatepec de Bravo,MX,19.07275,-97.04685,America/Mexico_City,15252,30
Cosamaloapan,MX,18.36759,-95.79857,America/Mexico_City,30577,30
Córdoba,MX,18.8842,-96.92559,America/Mexico_City,140896,30
Copoya,MX,16.71191,-93.12089,America/Mexico_City,8160,05
Copalillo,MX,18.03427,-99.04124,America/Mexico_City,6910,12
Copala,MX,16.60774,-98.97821,America/Mexico_City,6619,12
Copainalá,MX,17.09331,-93.21063,America/Mexico_City,6550,05
Contla,MX,19.32932,-98.1664,America/Mexico_City,27610,29
Conkal,MX,21.07355,-89.51963,America/Merida,7173,31
Comoapan,MX,18.40684,-95.17415,America/Mexico_City,5009,30
Comitán,MX,16.24004,-92.13668,America/Merida,97537,05
Comalcalco,MX,18.26316,-93.22397,America/Mexico_City,41458,27
Cocoyoc,MX,18.88417,-98.98194,America/Mexico_City,9663,17
Cocotitlán,MX,19.23336,-98.86596,America/Mexico_City,9365,15
Coatzintla,MX,20.48699,-97.46823,America/Mexico_City,34036,30
Coatzacoalcos,MX,18.14905,-94.4447,America/Mexico_City,235983,30
Coatetelco,MX,18.72963,-99.32605,America/Mexico_City,9094,17
Coatepec Harinas,MX,18.89492,-99.72153,America/Mexico_City,7243,15
Coatepec,MX,19.45229,-96.96148,America/Mexico_City,53621,30
Santa Maria Coatepec,MX,19.10924,-97.59253,America/Mexico_City,5524,21
San Juan Coajomulco,MX,19.75306,-99.96861,America/Mexico_City,5137,15
Coacoatzintla,MX,19.65163,-96.94043,America/Mexico_City,6832,30
Coacotla,MX,17.93656,-94.66711,America/Mexico_City,6873,30
Coacalco,MX,19.62923,-99.10689,America/Mexico_City,277959,15
Ciudad Victoria,MX,23.74061,-99.14364,America/Monterrey,332100,28
Ciudad Serdán,MX,18.98856,-97.44643,America/Mexico_City,23824,21
Ciudad Sahagun,MX,19.77557,-98.57471,America/Mexico_City,28556,13
Ciudad Pemex,MX,17.88268,-92.48406,America/Mexico_City,5822,27
Ciudad Nezahualcoyotl,MX,19.40061,-99.01483,America/Mexico_City,1104585,15
Ciudad Miguel Alemán,MX,26.39823,-99.02857,America/Monterrey,19997,28
Ciudad Mendoza,MX,18.80645,-97.1787,America/Mexico_City,35641,30
Ciudad Madero,MX,22.2475,-97.83665,America/Monterrey,197216,28
Ciudad Hidalgo,MX,14.68018,-92.15195,America/Merida,14606,05
Ciudad Fernández,MX,21.94045,-100.01153,America/Mexico_City,32006,24
Mexico City,MX,19.42847,-99.12766,America/Mexico_City,12294193,09
Ciudad del Maíz,MX,22.40187,-99.60468,America/Mexico_City,10391,24
Ciudad del Carmen,MX,18.64592,-91.82991,America/Merida,169466,04
Ciudad Camargo,MX,26.31481,-98.83313,America/Monterrey,7984,28
Citlaltépec,MX,21.32912,-97.87861,America/Mexico_City,5005,30
Cintalapa de Figueroa,MX,16.68393,-93.71814,America/Mexico_City,42467,05
Chontalpa,MX,17.66614,-93.48115,America/Mexico_City,7336,27
San Pedro Chochula,MX,19.26359,-99.4859,America/Mexico_City,8798,15
Cholula,MX,19.06406,-98.30352,America/Mexico_City,87897,21
Cholul,MX,21.0431,-89.55952,America/Merida,5880,31
Chocamán,MX,19.01214,-97.03291,America/Mexico_City,10727,30
Chinampa de Gorostiza,MX,21.35959,-97.73484,America/Mexico_City,5317,30
Chinameca,MX,18.02195,-94.67945,America/Mexico_City,7547,30
China,MX,25.69997,-99.23454,America/Monterrey,8997,19
Chiná,MX,19.76993,-90.49595,America/Merida,5194,04
San Francisco Chimalpa,MX,19.44279,-99.34398,America/Mexico_City,8953,15
Chilpancingo,MX,17.55228,-99.50124,America/Mexico_City,187251,12
Chilón,MX,17.23333,-92.41667,America/Mexico_City,5228,05
Chilapa de Álvarez,MX,17.59917,-99.17389,America/Mexico_City,31157,12
Chinautla,MX,19.81996,-97.38859,America/Mexico_City,11096,21
Chignahuapan,MX,19.83866,-98.03171,America/Mexico_City,19608,21
Chietla,MX,18.52028,-98.57889,America/Mexico_City,5726,21
Chicxulub Puerto,MX,21.29618,-89.59867,America/Merida,6010,31
Chiconcuac,MX,19.55939,-98.89884,America/Mexico_City,21738,15
Chicomuselo,MX,15.74171,-92.28576,America/Merida,5938,05
Chicoloapan,MX,19.41687,-98.90202,America/Mexico_City,172919,15
Chichimila,MX,20.63176,-88.21689,America/Merida,5528,31
Chichihualco,MX,17.65902,-99.67624,America/Mexico_City,10690,12
Chichén-Itzá,MX,20.66667,-88.56667,America/Merida,18000,31
Chiautla de Tapia,MX,18.30149,-98.60339,America/Mexico_City,11511,21
Chiautla,MX,19.54895,-98.88236,America/Mexico_City,9839,15
Chiapa de Corzo,MX,16.7075,-93.01216,America/Mexico_City,45077,05
Chetumal,MX,18.51957,-88.30397,America/Cancun,169028,23
Chemax,MX,20.65613,-87.9364,America/Merida,14885,31
Chanal,MX,16.71667,-92.4,America/Mexico_City,5592,05
Champotón,MX,19.34745,-90.72039,America/Merida,30881,04
Chalco,MX,19.26174,-98.89775,America/Mexico_City,168720,15
Chahuites,MX,16.28842,-94.19478,America/Mexico_City,10763,20
Chahuite,MX,16.3,-94.18333,America/Mexico_City,9837,20
Cerro Azul,MX,21.192,-97.74088,America/Mexico_City,22268,30
Ciudad Cerralvo,MX,26.08499,-99.61508,America/Monterrey,7169,19
Celestún,MX,20.85973,-90.39902,America/Merida,6810,31
Caucel,MX,21.01542,-89.70368,America/Merida,6988,31
Catemaco,MX,18.42131,-95.11398,America/Mexico_City,27615,30
Carlos A. Carrillo,MX,18.37477,-95.75444,America/Mexico_City,17989,30
Cárdenas,MX,22.00144,-99.64247,America/Mexico_City,15469,24
Cárdenas,MX,18.00135,-93.37559,America/Mexico_City,91558,27
Capulhuac de Mirafuentes,MX,19.19354,-99.46585,America/Mexico_City,20757,15
Cancún,MX,21.17429,-86.84656,America/Cancun,628306,23
Campeche,MX,19.84073,-90.51676,America/Merida,220389,04
San Martín Caltenco,MX,18.88487,-97.81887,America/Mexico_City,5003,21
Calpulalpan,MX,19.58867,-98.56972,America/Mexico_City,33263,29
Calkiní,MX,20.36905,-90.05119,America/Merida,14934,04
Calixtlahuaca,MX,19.33651,-99.68923,America/Mexico_City,8993,15
Calimaya,MX,19.16324,-99.6181,America/Mexico_City,11165,15
Calderitas,MX,18.55564,-88.25518,America/Cancun,5326,23
Cadereyta Jiménez,MX,25.58896,-100.00156,America/Monterrey,68111,19
Cadereyta,MX,20.69701,-99.81624,America/Mexico_City,13347,22
Cadereyta,MX,25.58333,-99.98333,America/Monterrey,67994,19
San Lorenzo Cacaotepec,MX,17.12774,-96.80244,America/Mexico_City,7351,20
Cacalomacan,MX,19.25311,-99.70623,America/Mexico_City,12001,15
Cacalchen,MX,20.98358,-89.22686,America/Merida,6787,31
Cacahoatán,MX,14.99199,-92.16417,America/Mexico_City,16572,05
Buenavista de Cuéllar,MX,18.45958,-99.40868,America/Mexico_City,7131,12
Buctzotz,MX,21.20256,-88.79412,America/Merida,7515,31
Bochil,MX,16.99618,-92.8947,America/Merida,12404,05
Boca del Rio,MX,19.10464,-96.10405,America/Mexico_City,9947,30
